2555	#Number_of_row		
1999	1	1	30
1999	1	2	30
1999	1	3	30
1999	1	4	30
1999	1	5	30
1999	1	6	30
1999	1	7	30
1999	1	8	30
1999	1	9	30
1999	1	10	30
1999	1	11	30
1999	1	12	30
1999	1	13	30
1999	1	14	30
1999	1	15	30
1999	1	16	30
1999	1	17	30
1999	1	18	30
1999	1	19	30
1999	1	20	30
1999	1	21	30
1999	1	22	30
1999	1	23	30
1999	1	24	30
1999	1	25	30
1999	1	26	30
1999	1	27	30
1999	1	28	30
1999	1	29	30
1999	1	30	30
1999	1	31	30
1999	2	1	30
1999	2	2	30
1999	2	3	30
1999	2	4	30
1999	2	5	30
1999	2	6	30
1999	2	7	30
1999	2	8	30
1999	2	9	30
1999	2	10	30
1999	2	11	30
1999	2	12	30
1999	2	13	30
1999	2	14	30
1999	2	15	30
1999	2	16	30
1999	2	17	30
1999	2	18	30
1999	2	19	30
1999	2	20	30
1999	2	21	30
1999	2	22	30
1999	2	23	30
1999	2	24	30
1999	2	25	30
1999	2	26	30
1999	2	27	30
1999	2	28	30
1999	3	1	30
1999	3	2	30
1999	3	3	30
1999	3	4	30
1999	3	5	30
1999	3	6	30
1999	3	7	30
1999	3	8	30
1999	3	9	30
1999	3	10	30
1999	3	11	30
1999	3	12	30
1999	3	13	30
1999	3	14	30
1999	3	15	30
1999	3	16	30
1999	3	17	30
1999	3	18	30
1999	3	19	30
1999	3	20	30
1999	3	21	30
1999	3	22	30
1999	3	23	30
1999	3	24	30
1999	3	25	30
1999	3	26	30
1999	3	27	30
1999	3	28	30
1999	3	29	30
1999	3	30	30
1999	3	31	30
1999	4	1	30
1999	4	2	30
1999	4	3	30
1999	4	4	30
1999	4	5	30
1999	4	6	30
1999	4	7	30
1999	4	8	30
1999	4	9	30
1999	4	10	30
1999	4	11	30
1999	4	12	30
1999	4	13	30
1999	4	14	30
1999	4	15	30
1999	4	16	30
1999	4	17	30
1999	4	18	30
1999	4	19	30
1999	4	20	30
1999	4	21	30
1999	4	22	30
1999	4	23	30
1999	4	24	30
1999	4	25	30
1999	4	26	30
1999	4	27	30
1999	4	28	30
1999	4	29	30
1999	4	30	30
1999	5	1	30
1999	5	2	30
1999	5	3	30
1999	5	4	30
1999	5	5	30
1999	5	6	30
1999	5	7	30
1999	5	8	30
1999	5	9	30
